family,method,variant,sample,sequence,dataset_protocol,source_stage,source_group,source_file,literature_or_local,fair_local_run,comparison_status,rate_mib_per_frame,rate_unit,rate_scope,secondary_rate_value,secondary_rate_unit,quality_psnr,quality_ssim,quality_lpips,quality_l1,quality_middle_psnr,diagnostic_codec_psnr,diagnostic_codec_l1,quality_scope,quality_reliable_for_input_video,frame_count,keyframe_or_iframe_count,pframe_count,reference_gap,bits,max_points_per_frame,lambda_or_q,stage53_candidate,notes
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=4 q16,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.1602832888379509,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.2371362168111919,actual raw Gaussian-anchor bitstream MiB/frame,33.32384010413923,0.9629444295977369,,,32.9448506559444,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,21,,4,16,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=8 q8,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.040970060560438365,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06214608086480035,actual raw Gaussian-anchor bitstream MiB/frame,29.938123059399317,0.9034850590022994,,,29.837070252813888,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,8,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=8 q10,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.06319966728304639,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.1242136072229456,actual raw Gaussian-anchor bitstream MiB/frame,32.053597208074876,0.9503820604748197,,,31.781788894551198,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,10,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=8 q12,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.07145700336974344,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.12421414881576727,actual raw Gaussian-anchor bitstream MiB/frame,32.33865237537131,0.956458607573568,,,32.020167711664115,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,12,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=8 q16,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.08395976784788532,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.12421481991991584,actual raw Gaussian-anchor bitstream MiB/frame,32.355592038677514,0.9569188739046638,,,32.03367088549457,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,16,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=8 q8,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.040970060560438365,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06214608086480035,actual raw Gaussian-anchor bitstream MiB/frame,29.938123059399317,0.9034850590022994,,,29.837070252813888,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,8,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=8 q10,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.06319966728304639,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.1242136072229456,actual raw Gaussian-anchor bitstream MiB/frame,32.053597208074876,0.9503820604748197,,,31.781788894551198,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,10,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=8 q12,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.07145700336974344,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.12421414881576727,actual raw Gaussian-anchor bitstream MiB/frame,32.33865237537131,0.956458607573568,,,32.020167711664115,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,12,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=8 q16,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.08395976784788532,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.12421481991991584,actual raw Gaussian-anchor bitstream MiB/frame,32.355592038677514,0.9569188739046638,,,32.03367088549457,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,11,,8,16,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=16 q8,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.0223464141657323,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.033898530183015044,actual raw Gaussian-anchor bitstream MiB/frame,29.125309658911,0.8960152746718607,,,29.009507078156197,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,8,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=16 q10,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.03446808567753545,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775356810769917,actual raw Gaussian-anchor bitstream MiB/frame,30.7494322543347,0.9415977773842988,,,30.507047575802424,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,10,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=16 q12,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.03897598643361786,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775385067786699,actual raw Gaussian-anchor bitstream MiB/frame,30.956557774726353,0.9474682579805822,,,30.68454600345861,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,12,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=16 q16,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.045796582728256416,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775427453311873,actual raw Gaussian-anchor bitstream MiB/frame,30.969784703432914,0.9479228898330971,,,30.69565646522918,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,16,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=16 q8,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.022344659875940392,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.033898518409258054,actual raw Gaussian-anchor bitstream MiB/frame,29.20038990971024,0.89680638504617,,,29.08894566556289,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,8,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=16 q10,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.034463705839934175,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775353278642819,actual raw Gaussian-anchor bitstream MiB/frame,30.878676506823428,0.942482985832073,,,30.64478359656274,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,10,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=16 q12,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.03897187739242742,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775379180908203,actual raw Gaussian-anchor bitstream MiB/frame,31.09212964193053,0.9483728143903944,,,30.828583817420245,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,12,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS adaptive,rendered_prior_0p1 gap=16 q16,n3dv,n3dv,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local oracle-calibrated selector; not final deployable selector,0.04579731270118996,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.06775419211681978,actual raw Gaussian-anchor bitstream MiB/frame,31.105203075376902,0.9488191810655006,,,30.839650377439902,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,6,,16,16,,,true,"Adaptive layout uses rendered-oracle calibrated costs from Stage45b/49/51. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=1 q8,meetroom,meetroom,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.29418435508822216,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.4576104364277404,actual raw Gaussian-anchor bitstream MiB/frame,31.523855529489662,0.9151685333546297,,,,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,81,,1,8,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=1 q10,meetroom,meetroom,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.4544349599767614,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.914651882501296,actual raw Gaussian-anchor bitstream MiB/frame,35.361156410297525,0.9718713053950557,,,,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,81,,1,10,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
ours,Mono-DFCGS uniform,uniform gap=1 q12,meetroom,meetroom,local StreamSplat-derived monocular videos; anchor-only adapter full-video RD,Stage51,stage51_high_rate_multibit_rd,/mnt/hdd2tC/haocheng/Mono-DFCGS/experiments/stage51_high_rate_multibit_rd/stage51_high_rate_multibit_rd.csv,local run,true,our local deployable uniform-keyframe baseline,0.517361275943709,actual zlib Gaussian-anchor bitstream MiB/frame,transmitted keyframe Gaussian anchors only; decoder/model weights excluded,0.9146564742665232,actual raw Gaussian-anchor bitstream MiB/frame,36.07325364548221,0.9816413911772363,,,,,,all-frame rendered adapter PSNR/SSIM; middle-only PSNR included when available,true,81,81,,1,12,,,true,"Uniform keyframe layout is deployable; adapter weights are excluded from rate. Multi-bit q10/q12/q16 storage is the Stage50 prototype container, not bit-packed entropy coding."
